rat,maze,run,time
9,2,1,212.099219815983
9,2,2,220.410756327424
9,2,3,176.695787456246
9,2,4,176.266641918286
9,2,5,213.184520342728
9,2,6,239.873704432603
9,2,7,121.446875591178
9,2,8,236.140892411554
9,2,9,192.225748006281
9,2,10,171.016446366307
9,2,11,234.581837165588
9,2,12,221.69155349102
9,2,13,235.089268642828
9,2,14,172.925336431636
9,2,15,215.210121938623
9,2,16,221.641441675476
9,3,1,241.370832485739
9,3,2,182.525440598654
9,3,3,174.543772137133
9,3,4,196.07014699342
9,3,5,190.934810963313
9,3,6,150.530407706978
9,3,7,174.599312704271
9,3,8,272.691413533026
9,3,9,173.883263159259
9,3,10,165.633551680966
9,3,11,203.644179121973
9,3,12,191.368034739938
9,3,13,156.707041606926
9,3,14,136.627702378675
9,3,15,207.829214343965
9,3,16,180.943875736289
9,4,1,173.071817896066
9,4,2,122.17532692649
9,4,3,186.55232848222
9,4,4,273.381072403489
9,4,5,129.294425651654
9,4,6,147.134023030445
9,4,7,133.996564413252
9,4,8,170.311274358256
9,4,9,201.663587231953
9,4,10,178.233616093869
9,4,11,175.706647434995
9,4,12,135.770429331389
9,4,13,186.409145740735
9,4,14,222.691610141773
9,4,15,268.505276075497
9,4,16,233.140682088314
9,5,1,153.999742637922
9,5,2,192.968446475411
9,5,3,171.301447726176
9,5,4,181.314692966505
9,5,5,125.607282335399
9,5,6,156.687522208869
9,5,7,139.147715419162
9,5,8,139.072146278695
9,5,9,146.428692385896
9,5,10,157.099435729155
9,5,11,171.454907782198
9,5,12,193.880512795472
9,5,13,153.787431736662
9,5,14,141.582699009461
9,5,15,228.362566799521
9,5,16,206.526996272747
9,6,1,239.753435482196
9,6,2,148.681857435714
9,6,3,251.618053919009
9,6,4,223.648519599591
9,6,5,192.377947627842
9,6,6,203.16996454503
9,6,7,184.022081474988
9,6,8,178.16650848683
9,6,9,128.326582774427
9,6,10,207.191994001819
9,6,11,254.798276537
9,6,12,253.010985550015
9,6,13,187.710668250114
9,6,14,178.266772883633
9,6,15,188.125607663217
9,6,16,220.909918090414
9,7,1,216.987986673207
9,7,2,247.88413592633
9,7,3,197.959550192281
9,7,4,220.915015202741
9,7,5,251.00558681242
9,7,6,358.34437642695
9,7,7,196.781733111324
9,7,8,169.918108651544
9,7,9,218.644207104133
9,7,10,181.392475109023
9,7,11,226.93214005283
9,7,12,214.070612949608
9,7,13,256.715042909408
9,7,14,157.161805216635
9,7,15,146.410194911737
9,7,16,267.711919249468
9,8,1,155.38257968257
9,8,2,147.616654598164
9,8,3,174.368875368788
9,8,4,233.003582606516
9,8,5,175.655803691684
9,8,6,271.554918475396
9,8,7,215.219698390503
9,8,8,212.758815281903
9,8,9,201.912478254023
9,8,10,187.440934785847
9,8,11,194.105627306977
9,8,12,262.044254513636
9,8,13,134.020717288178
9,8,14,258.467650053209
9,8,15,184.716178005898
9,8,16,240.405232274085
10,1,1,119.457769763466
10,1,2,78.6027475262318
10,1,3,151.695598321186
10,1,4,70.7524100802374
10,1,5,30.9448883597188
10,1,6,69.6628582068322
10,1,7,81.355216533253
10,1,8,70.827143049168
10,1,9,95.2224245772212
10,1,10,80.3889457395568
10,1,11,88.042573914568
10,1,12,118.673524148966
10,1,13,56.8240444057165
10,1,14,136.593751691094
10,1,15,104.967667721871
10,1,16,103.488561840477
10,2,1,74.1240528752015
10,2,2,64.1712256057913
10,2,3,119.054481234553
10,2,4,140.317254001
10,2,5,134.074686693663
10,2,6,42.3542668030229
10,2,7,54.7664415095112
10,2,8,82.406144538594
10,2,9,44.4542578851793
10,2,10,23.14727112486
10,2,11,116.865915314852
10,2,12,88.5744661181159
10,2,13,109.943425641817
10,2,14,38.8440061043117
10,2,15,72.5895361767529
10,2,16,40.0887741749513
10,3,1,83.3779776916706
10,3,2,46.0850738847379
10,3,3,33.5972587879682
10,3,4,20.8646887801162
10,3,5,15.6509754409267
10,3,6,38.9145624384398
10,3,7,143.416055095789
10,3,8,47.3513715660391
10,3,9,28.722711123904
10,3,10,16.8201657037383
10,3,11,67.9120844415401
10,3,12,58.0035076176034
10,3,13,84.3086158104166
10,3,14,62.5351261526908
10,3,15,109.372809304269
10,3,16,103.364206332021
10,4,1,98.3201349688518
10,4,2,134.417786938504
10,4,3,85.0536881639939
10,4,4,126.897098071165
10,4,5,81.6784101953361
10,4,6,59.977895299411
10,4,7,37.6529775698548
10,4,8,58.8420060800028
10,4,9,57.193658332444
10,4,10,112.105571344789
10,4,11,86.0672888468953
10,4,12,62.0990170492943
10,4,13,50.9903152549961
10,4,14,64.2686494959861
10,4,15,78.4134516608126
10,4,16,36.4632501631653
10,5,1,85.9499613217457
10,5,2,120.672391406062
10,5,3,77.5840065667801
10,5,4,86.8208412636983
10,5,5,32.7809598289829
10,5,6,118.953581202225
10,5,7,86.2599409389275
10,5,8,116.162468996157
10,5,9,154.179045989784
10,5,10,89.9689154626599
10,5,11,68.3082787235251
10,5,12,45.554694593269
10,5,13,54.5150150519231
10,5,14,38.6285741926313
10,5,15,98.9337162609834
10,5,16,12.6795828241792
10,6,1,32.9719516780544
10,6,2,112.28204872415
10,6,3,68.7505137523454
10,6,4,40.8108826465469
10,6,5,93.5060567132411
10,6,6,47.2751167196895
10,6,7,57.9830774755422
10,6,8,66.493691003628
10,6,9,112.485596666564
10,6,10,121.712800819086
10,6,11,121.257429046184
10,6,12,107.517862973091
10,6,13,78.106486665518
10,6,14,148.293482890496
10,6,15,155.685569958039
10,6,16,123.343121565104
10,7,1,3.64807939719105
10,7,2,70.1125608216311
10,7,3,29.7817342611252
10,7,4,74.5349711714923
10,7,5,30.0363184234679
10,7,6,109.371979450495
10,7,7,177.733850108598
10,7,8,111.675595982835
10,7,9,99.6992238455952
10,7,10,61.7253378731233
10,7,11,177.269066328474
10,7,12,55.4216139813595
10,7,13,133.900562302438
10,7,14,144.628786560678
10,7,15,68.3567299719106
10,7,16,-115.652572874295
10,8,1,75.3931490144581
10,8,2,-4.95258712736839
10,8,3,-4.36270537015255
10,8,4,69.0212736955248
10,8,5,-73.0112090250163
10,8,6,65.1957336583428
10,8,7,42.2672566508349
10,8,8,24.4978319896876
10,8,9,57.430527271068
10,8,10,57.0259251618928
10,8,11,65.8092663780543
10,8,12,60.1991968115992
10,8,13,30.1222527053681
10,8,14,66.3326774148579
10,8,15,117.848034575254
10,8,16,84.9770370527837
11,1,1,205.620349297616
11,1,2,202.881777674236
11,1,3,160.056447970096
11,1,4,157.52700052176
11,1,5,249.84048848973
11,1,6,157.170566844382
11,1,7,218.249974609525
11,1,8,176.445671932563
11,1,9,147.832275116039
11,1,10,132.883837354803
11,1,11,144.148625355065
11,1,12,118.599372227163
11,1,13,181.626909899444
11,1,14,219.029569391861
11,1,15,165.854214718087
11,1,16,245.253731652463
11,2,1,146.419972649852
11,2,2,171.795312146888
11,2,3,159.972712054817
11,2,4,165.607285068068
11,2,5,185.177787280671
11,2,6,186.041357144462
11,2,7,212.30082341904
11,2,8,203.806068886484
11,2,9,213.009583539296
11,2,10,187.980772595107
11,2,11,151.512417970868
11,2,12,200.298685071387
11,2,13,198.873072077328
11,2,14,167.173047071657
11,2,15,167.776004534686
11,2,16,225.380378104503
11,3,1,204.286898364954
11,3,2,181.962077419326
11,3,3,272.051909770617
11,3,4,144.446371433601
11,3,5,159.064845400678
11,3,6,236.700460544739
11,3,7,158.474984041347
11,3,8,238.618813686748
11,3,9,157.783356640837
11,3,10,222.993201345621
11,3,11,191.22785200577
11,3,12,238.538902271575
11,3,13,257.81334141463
11,3,14,194.687071137899
11,3,15,226.346859042667
11,3,16,119.94469193485
11,4,1,150.196175976857
11,4,2,202.689179467592
11,4,3,194.582249856405
11,4,4,186.373817150332
11,4,5,188.113498651985
11,4,6,230.40128904242
11,4,7,189.386430029125
11,4,8,263.907945937704
11,4,9,124.442613724137
11,4,10,208.43425614942
11,4,11,273.56667793687
11,4,12,152.956711413616
11,4,13,165.554453745045
11,4,14,180.348721171053
11,4,15,198.505187765684
11,4,16,186.244191898312
11,5,1,240.334379732392
11,5,2,191.300692434742
11,5,3,217.66152125529
11,5,4,107.208947375022
11,5,5,218.651781649143
11,5,6,223.638921070388
11,5,7,174.868236996456
11,5,8,181.872882681701
11,5,9,233.307277782465
11,5,10,189.103867033972
11,5,11,216.19738195345
11,5,12,203.953622700316
11,5,13,183.681716831741
11,5,14,180.045922020207
11,5,15,149.396200667713
11,5,16,129.872278392687
11,6,1,195.943332743749
11,6,2,172.115132937113
11,6,3,207.076242164894
11,6,4,202.258362631412
11,6,5,177.120129943233
11,6,6,189.154195492206
11,6,7,227.565382562948
11,6,8,197.326426341845
11,6,9,212.341950402537
11,6,10,202.612781666022
11,6,11,240.83403546452
11,6,12,267.361400428971
11,6,13,157.102094959919
11,6,14,173.426531010241
11,6,15,194.953206286227
11,6,16,179.317556726139
11,7,1,203.565379642727
11,7,2,163.196471401921
11,7,3,131.143086742225
11,7,4,241.525293875917
11,7,5,197.129019448054
11,7,6,214.363713359957
11,7,7,176.184634450013
11,7,8,187.555607939469
11,7,9,124.587107950507
11,7,10,194.964939425266
11,7,11,198.044181969781
11,7,12,159.521227337009
11,7,13,170.096449418306
11,7,14,222.586701718692
11,7,15,198.088161312046
11,7,16,177.838429512964
11,8,1,160.494951852365
11,8,2,216.968089738335
11,8,3,147.893104438959
11,8,4,168.170387817447
11,8,5,205.86361487498
11,8,6,216.528310737024
11,8,7,126.388771477224
11,8,8,204.173470641184
11,8,9,198.351393080282
11,8,10,189.899819020121
11,8,11,176.650986494362
11,8,12,171.498259954556
11,8,13,194.094062467024
11,8,14,217.74024398702
11,8,15,157.313919679466
11,8,16,167.139347554896
12,1,1,37.0190762786556
12,1,2,177.867893440906
12,1,3,195.275716788345
12,1,4,177.615169238775
12,1,5,130.401095347582
12,1,6,195.201459830365
12,1,7,167.486464615111
12,1,8,226.0303309522
12,1,9,192.971428597662
12,1,10,213.880286662054
12,1,11,194.2782246165
12,1,12,198.677940963977
12,1,13,217.42095621987
12,1,14,55.0806732990412
12,1,15,204.527273462548
12,1,16,105.158338469008
12,2,1,264.06522290578
12,2,2,154.832298965548
12,2,3,132.536723992181
12,2,4,177.262868128276
12,2,5,280.835093268832
12,2,6,188.868927274346
12,2,7,191.82454722202
12,2,8,148.752585091001
12,2,9,149.914831995085
12,2,10,173.941810371818
12,2,11,84.1334013375672
12,2,12,259.068530763831
12,2,13,161.824155279869
12,2,14,58.6326598083878
12,2,15,181.526100527971
12,2,16,167.678297652617
12,3,1,280.038758777997
12,3,2,100.8600502983
12,3,3,87.4887633616526
12,3,4,189.604426298184
12,3,5,222.528828699712
12,3,6,152.98755268726
12,3,7,176.931317553488
12,3,8,101.709737146769
12,3,9,218.118537821735
12,3,10,181.769907216297
12,3,11,169.78519892166
12,3,12,206.397642156515
12,3,13,193.197461317032
12,3,14,122.625898018968
12,3,15,191.278747412924
12,3,16,108.088922203253
12,4,1,212.667479148341
12,4,2,181.272031275441
12,4,3,152.293922810037
12,4,4,169.495924096287
12,4,5,113.363432265155
12,4,6,187.600551906443
12,4,7,220.74907776488
12,4,8,150.833239656398
12,4,9,131.762550533537
12,4,10,79.7014724621685
12,4,11,219.817179161071
12,4,12,204.83039116741
12,4,13,170.085143348986
12,4,14,148.427736588583
12,4,15,200.022953896034
12,4,16,95.8985025788141
12,5,1,68.3254053842494
12,5,2,141.860751359231
12,5,3,220.014584271312
12,5,4,214.855059215112
12,5,5,128.03014314229
12,5,6,262.572142445721
12,5,7,88.6408776031915
12,5,8,-12.4036377865621
12,5,9,116.639561808291
12,5,10,177.173884562545
12,5,11,47.5668983774922
12,5,12,246.752520219772
12,5,13,248.258661607749
12,5,14,232.696917668513
12,5,15,160.808786624343
12,5,16,244.814448690104
12,6,1,241.518150371953
12,6,2,186.391688022359
12,6,3,194.470097736722
12,6,4,24.6849563845584
12,6,5,135.868130657006
12,6,6,245.412502857911
12,6,7,180.990761835793
12,6,8,87.8276135548452
12,6,9,106.20158224637
12,6,10,134.615376890741
12,6,11,323.603882903895
12,6,12,161.167865673384
12,6,13,128.338194117231
12,6,14,26.1499662559307
12,6,15,39.6103653230585
12,6,16,260.108870768086
12,7,1,285.641418560908
12,7,2,136.583489037418
12,7,3,37.2957439224312
12,7,4,329.342565949146
12,7,5,79.0043912378653
12,7,6,123.03600500491
12,7,7,169.067044747982
12,7,8,152.552164077725
12,7,9,45.6674487349923
12,7,10,46.2851830145309
12,7,11,268.3994219363
12,7,12,107.592892132803
12,7,13,225.013810644035
12,7,14,292.256486268131
12,7,15,102.186024076589
12,7,16,107.709282428433
12,8,1,292.984061916152
12,8,2,82.8288161675455
12,8,3,112.756890947317
12,8,4,34.7424500754438
12,8,5,201.366978634927
12,8,6,270.125607337419
12,8,7,160.652996641145
12,8,8,110.971901821809
12,8,9,10.5606713615269
12,8,10,260.609189200256
12,8,11,197.373622261436
12,8,12,139.419365573476
12,8,13,237.952044698656
12,8,14,245.402993823282
12,8,15,106.089953697394
12,8,16,45.675643113901
13,1,1,162.950285880755
13,1,2,324.288262692424
13,1,3,72.569700675765
13,1,4,184.72124060531
13,1,5,235.343153301293
13,1,6,250.50722631468
13,1,7,228.151612041218
13,1,8,191.628217391489
13,1,9,219.900747879552
13,1,10,209.69057156179
13,1,11,183.871318870388
13,1,12,146.36870037471
13,1,13,238.762154593134
13,1,14,169.577210325737
13,1,15,172.086712159418
13,1,16,196.253256965916
13,2,1,96.4714807650358
13,2,2,166.104637218384
13,2,3,212.781004682528
13,2,4,240.577132496999
13,2,5,128.153358538452
13,2,6,156.02770934398
13,2,7,75.4671559795348
13,2,8,230.049157405988
13,2,9,185.493714788772
13,2,10,220.81284374573
13,2,11,159.953884105798
13,2,12,194.873336208963
13,2,13,229.174351606497
13,2,14,174.740628219917
13,2,15,223.403016543768
13,2,16,214.653594194453
13,3,1,183.859146162067
13,3,2,36.0488412940404
13,3,3,152.775247080547
13,3,4,138.287461456206
13,3,5,213.819781052483
13,3,6,183.016329830275
13,3,7,135.919228705997
13,3,8,159.185715236711
13,3,9,177.237037537474
13,3,10,113.932793482721
13,3,11,131.550528397865
13,3,12,101.78916949184
13,3,13,86.3321389682288
13,3,14,139.762375701924
13,3,15,166.518381405399
13,3,16,164.527664117754
13,4,1,140.264379690076
13,4,2,190.740837659418
13,4,3,182.050707570494
13,4,4,155.413544768971
13,4,5,74.4122806049952
13,4,6,92.3175822843991
13,4,7,43.6940555639879
13,4,8,244.932662022797
13,4,9,156.10288766814
13,4,10,274.548377965217
13,4,11,99.629211992392
13,4,12,251.11302885282
13,4,13,230.189125717085
13,4,14,135.641186328536
13,4,15,211.5212443312
13,4,16,204.678670656193
13,5,1,257.64980039436
13,5,2,156.548012150555
13,5,3,287.120292693017
13,5,4,104.698320429277
13,5,5,246.633451054778
13,5,6,142.712777347296
13,5,7,192.414786144073
13,5,8,168.311046909745
13,5,9,164.832368813592
13,5,10,167.382780018528
13,5,11,224.306408549779
13,5,12,174.146423665868
13,5,13,249.271339734164
13,5,14,178.790083885469
13,5,15,182.231518038127
13,5,16,169.34067997915
13,6,1,175.73211169122
13,6,2,213.280022927769
13,6,3,204.715156072315
13,6,4,213.427470055373
13,6,5,248.666448796727
13,6,6,182.865177985543
13,6,7,173.236038384693
13,6,8,240.058984317872
13,6,9,162.722969055229
13,6,10,117.563332310853
13,6,11,123.079362730318
13,6,12,134.48136957557
13,6,13,97.2081595864173
13,6,14,233.62072030742
13,6,15,137.381315684639
13,6,16,219.309072154405
13,7,1,162.302593009855
13,7,2,206.683601458894
13,7,3,152.43205818667
13,7,4,352.963988067667
13,7,5,123.531896217382
13,7,6,151.033584845276
13,7,7,235.346904760267
13,7,8,238.879707083842
13,7,9,244.246028400576
13,7,10,220.620411693814
13,7,11,220.345827574585
13,7,12,134.206766486591
13,7,13,211.38495685502
13,7,14,163.942312886929
13,7,15,348.428094769372
13,7,16,227.473195241101
13,8,1,86.6408156762975
13,8,2,131.173571843949
13,8,3,148.683583555247
13,8,4,168.129350084621
13,8,5,169.08086494382
13,8,6,229.559443125916
13,8,7,185.587734696344
13,8,8,182.529453445315
13,8,9,256.808615357476
13,8,10,92.1668486007835
13,8,11,193.774896143572
13,8,12,240.52865588006
13,8,13,251.07572930443
13,8,14,187.157755861592
13,8,15,175.789266085398
13,8,16,179.709436627441
14,1,1,56.9696962626925
14,1,2,88.1125627235654
14,1,3,99.7037234633951
14,1,4,78.4079040722416
14,1,5,63.4418056574755
14,1,6,49.5201182211358
14,1,7,82.9662700749772
14,1,8,139.762192808918
14,1,9,78.3730801875496
14,1,10,76.2696482554796
14,1,11,168.255076212
14,1,12,40.7302117897611
14,1,13,97.2389296562682
14,1,14,111.286045769032
14,1,15,80.5225919671591
14,1,16,125.25834421417
14,2,1,106.876530991444
14,2,2,63.7298985437232
14,2,3,116.42132544052
14,2,4,93.6532471247208
14,2,5,73.6763658627973
14,2,6,110.339122970113
14,2,7,125.470589519721
14,2,8,102.193618377239
14,2,9,134.993177851333
14,2,10,16.2347942467807
14,2,11,131.094755440311
14,2,12,34.7969384007583
14,2,13,115.120167643673
14,2,14,145.556662224251
14,2,15,109.924876639669
14,2,16,108.135191674206
14,3,1,37.8836924112692
14,3,2,114.260957538437
14,3,3,30.1653790689267
14,3,4,80.7974733765519
14,3,5,96.971722537007
14,3,6,71.4121504261496
14,3,7,52.0989094941546
14,3,8,28.4081751765258
14,3,9,95.4265939276037
14,3,10,11.0776011189358
14,3,11,49.2250604159426
14,3,12,80.8289883150188
14,3,13,47.6712701341737
14,3,14,78.8353364214456
14,3,15,118.573607638251
14,3,16,85.8655928080821
14,4,1,141.963940726756
14,4,2,83.5441120188685
14,4,3,97.0972853487855
14,4,4,19.575958298149
14,4,5,88.3962218640177
14,4,6,61.3844414495099
14,4,7,38.8799104365922
14,4,8,121.586891963097
14,4,9,86.610285792222
14,4,10,119.638229282046
14,4,11,56.3121620049744
14,4,12,5.28713055014654
14,4,13,92.9120876212895
14,4,14,119.566069595852
14,4,15,174.269608028045
14,4,16,117.652499938984
14,5,1,86.6764973837939
14,5,2,110.1003619852
14,5,3,90.0722893041526
14,5,4,111.773871853164
14,5,5,72.945033256402
14,5,6,92.2869468497308
14,5,7,66.2679051114683
14,5,8,102.674160684011
14,5,9,112.509033376061
14,5,10,102.959343990894
14,5,11,86.1215917261161
14,5,12,95.7951542444178
14,5,13,61.8366619887352
14,5,14,96.1846661068562
14,5,15,58.6283845456964
14,5,16,101.19320577781
14,6,1,138.822117291909
14,6,2,159.619653295251
14,6,3,156.189203138666
14,6,4,111.134533355344
14,6,5,129.700380575299
14,6,6,71.0366220200731
14,6,7,143.897490101435
14,6,8,100.715399492255
14,6,9,145.148635507127
14,6,10,69.8721383118457
14,6,11,150.677058317894
14,6,12,106.501930298889
14,6,13,158.143905165184
14,6,14,119.450676433003
14,6,15,102.88537580139
14,6,16,133.308625521476
14,7,1,98.108020378639
14,7,2,89.1365363326789
14,7,3,199.596494194298
14,7,4,87.2972593221411
14,7,5,137.729312430448
14,7,6,111.972905221922
14,7,7,85.0174013598474
14,7,8,72.5719520486772
14,7,9,114.42419849627
14,7,10,72.0420392086733
14,7,11,69.027382147728
14,7,12,141.974139321495
14,7,13,111.125676077717
14,7,14,185.861443328339
14,7,15,140.205698834439
14,7,16,174.131004839539
14,8,1,151.347674947398
14,8,2,140.337754860825
14,8,3,115.032508737959
14,8,4,153.619967573413
14,8,5,126.501764648593
14,8,6,156.829545567412
14,8,7,103.473813021319
14,8,8,155.969314697562
14,8,9,117.654771858048
14,8,10,100.940599892362
14,8,11,70.7797512516516
14,8,12,173.885474999541
14,8,13,141.852121210833
14,8,14,125.110480996968
14,8,15,147.008860660964
14,8,16,128.294095244464
15,1,1,38.0364166338281
15,1,2,34.5662318718868
15,1,3,9.86089468013831
15,1,4,58.7598982123852
15,1,5,34.4779111512781
15,1,6,72.2924381334545
15,1,7,87.7272155089546
15,1,8,24.2155170727489
15,1,9,15.9287458447706
15,1,10,49.6835337386464
15,1,11,92.1654517658786
15,1,12,-12.5598162725219
15,1,13,17.1795776655494
15,1,14,21.2113141582774
15,1,15,57.3546092188642
15,1,16,123.919637973137
15,2,1,27.0807976091115
15,2,2,-4.96384941966893
15,2,3,11.6433540896054
15,2,4,57.0831875542
15,2,5,19.0778874636926
15,2,6,25.5754237026057
15,2,7,28.9247894723002
15,2,8,36.2228185676764
15,2,9,78.4416904477398
15,2,10,69.0686382024283
15,2,11,88.2056042040901
15,2,12,-8.76234028246342
15,2,13,26.1717666406877
15,2,14,63.9703012667146
15,2,15,30.1598393530194
15,2,16,45.7710181657053
15,3,1,-36.7431856534478
15,3,2,-13.7718403417005
15,3,3,93.9605492285372
15,3,4,19.0384153090693
15,3,5,90.1681408166448
15,3,6,58.2161274061585
15,3,7,52.4995751928724
15,3,8,84.4609623947324
15,3,9,-27.0693873405452
15,3,10,6.94708319990294
15,3,11,17.2443331867357
15,3,12,-3.88560811967831
15,3,13,19.2155813889473
15,3,14,-44.1682776934067
15,3,15,-21.0653009675214
15,3,16,49.3136813838887
15,4,1,66.5157216771861
15,4,2,23.0617120629595
15,4,3,21.7353763712791
15,4,4,20.7639673825902
15,4,5,6.5173857564929
15,4,6,38.5403893004995
15,4,7,0.668928893241585
15,4,8,45.0771338647244
15,4,9,27.2208032192922
15,4,10,52.4801423833352
15,4,11,65.0300726706542
15,4,12,20.8952834749809
15,4,13,20.5372226331402
15,4,14,30.6997657014976
15,4,15,14.4673319479631
15,4,16,74.4353165573498
15,5,1,51.1631252504333
15,5,2,39.7349316524033
15,5,3,63.9057098525476
15,5,4,26.0476709554684
15,5,5,-31.4837592109747
15,5,6,45.1129977792057
15,5,7,6.83307123308273
15,5,8,42.508164598628
15,5,9,8.22527613015362
15,5,10,28.7169527181595
15,5,11,18.0098743281872
15,5,12,25.1917469545813
15,5,13,15.6608912787458
15,5,14,7.99429210831532
15,5,15,35.4948325024303
15,5,16,2.5715787664342
15,6,1,19.9658376180224
15,6,2,12.6848021802801
15,6,3,63.9436439813021
15,6,4,-13.8065685517899
15,6,5,53.8959877828175
15,6,6,0.40546951521565
15,6,7,-2.43434499190037
15,6,8,25.4466963819728
15,6,9,73.5249283289529
15,6,10,57.039760141406
15,6,11,30.3747187691496
15,6,12,12.3767427249308
15,6,13,70.3946471887796
15,6,14,21.3833010479582
15,6,15,7.24343084235226
15,6,16,-2.78775604453151
15,7,1,43.7800168759695
15,7,2,34.6453357486222
15,7,3,26.3598351927146
15,7,4,-8.06057991915391
15,7,5,13.3552264291729
15,7,6,34.7403166641495
15,7,7,12.693044744795
15,7,8,6.91640756070507
15,7,9,18.4314603757146
15,7,10,6.48861416687074
15,7,11,12.0506299964547
15,7,12,55.1826592762236
15,7,13,26.2575886906929
15,7,14,37.2027962153989
15,7,15,18.3905119359039
15,7,16,10.4688612405684
15,8,1,9.89479096474225
15,8,2,60.0840437190051
15,8,3,31.3607615872337
15,8,4,-16.2107001323756
15,8,5,20.3648037172901
15,8,6,28.0971350170062
15,8,7,68.9176065056948
15,8,8,33.7859507140242
15,8,9,9.92262279167876
15,8,10,30.254771261349
15,8,11,19.8224542298144
15,8,12,8.39063977085721
15,8,13,23.775367404
15,8,14,3.59793746876138
15,8,15,80.718220547164
15,8,16,39.8541554913223
16,1,1,213.172381207043
16,1,2,172.529853064256
16,1,3,95.7802801658219
16,1,4,139.436026165084
16,1,5,124.099632951169
16,1,6,212.701301225464
16,1,7,136.498392087219
16,1,8,202.115779510135
16,1,9,145.294970921121
16,1,10,129.377690299552
16,1,11,139.60208838246
16,1,12,99.7847576470792
16,1,13,118.93135082849
16,1,14,71.7537017368535
16,1,15,122.799468310984
16,1,16,125.925127891091
16,2,1,258.640135730068
16,2,2,148.439684518089
16,2,3,72.4671615582502
16,2,4,185.142443233924
16,2,5,128.161593226982
16,2,6,207.617562511079
16,2,7,144.160921142977
16,2,8,216.857753575599
16,2,9,140.837597619033
16,2,10,116.242756476596
16,2,11,234.26777589356
16,2,12,77.6954734660016
16,2,13,161.533657838344
16,2,14,95.9424102233281
16,2,15,197.487715160946
16,2,16,162.285588891771
16,3,1,87.22234008847
16,3,2,174.086917671578
16,3,3,88.1610845830281
16,3,4,100.815936459099
16,3,5,152.939235965045
16,3,6,167.998707258009
16,3,7,59.5736030582635
16,3,8,143.456595851811
16,3,9,83.9069346591846
16,3,10,106.772826322106
16,3,11,192.723362753998
16,3,12,179.049728512148
16,3,13,126.48951782242
16,3,14,93.9590606858638
16,3,15,148.649634664706
16,3,16,204.637030788746
16,4,1,168.563547350539
16,4,2,151.640221341782
16,4,3,202.797892197533
16,4,4,195.385160790029
16,4,5,189.786528014129
16,4,6,110.699194886913
16,4,7,7.84411663594054
16,4,8,118.217181693459
16,4,9,215.262916839083
16,4,10,137.80865858974
16,4,11,114.525077499507
16,4,12,41.8629173044741
16,4,13,116.276245520304
16,4,14,105.679085975825
16,4,15,116.151089496287
16,4,16,152.223218758836
16,5,1,214.263426338262
16,5,2,56.9676932544801
16,5,3,60.8816342404955
16,5,4,82.9392787733974
16,5,5,142.379102437253
16,5,6,264.972835186852
16,5,7,220.232861729224
16,5,8,122.940680977074
16,5,9,100.658889974461
16,5,10,214.350159088598
16,5,11,161.141104870813
16,5,12,120.707793200514
16,5,13,141.904031465924
16,5,14,210.076683745166
16,5,15,138.118751197715
16,5,16,155.265651406063
16,6,1,124.866706713051
16,6,2,41.5510970424401
16,6,3,154.079591682943
16,6,4,223.900091781168
16,6,5,145.547617153992
16,6,6,192.565628528433
16,6,7,124.54701266
16,6,8,103.801944722831
16,6,9,179.82980131218
16,6,10,133.688535562058
16,6,11,202.576710818544
16,6,12,208.786752602197
16,6,13,132.248112219386
16,6,14,160.954146218269
16,6,15,206.97603374229
16,6,16,237.219938857299
16,7,1,119.854582382594
16,7,2,129.965271594244
16,7,3,222.442395624677
16,7,4,103.500956266017
16,7,5,109.785173482404
16,7,6,133.720450083265
16,7,7,70.5758588383763
16,7,8,123.394783531923
16,7,9,124.939965659068
16,7,10,152.753614766811
16,7,11,190.36939495386
16,7,12,244.220290420665
16,7,13,198.284616466406
16,7,14,72.0968204855016
16,7,15,240.297199145368
16,7,16,198.022742029047
16,8,1,240.757914312109
16,8,2,186.684699310847
16,8,3,146.484420146348
16,8,4,110.900557592454
16,8,5,209.92025996684
16,8,6,1.10168024418888
16,8,7,139.714452956958
16,8,8,74.1768959484551
16,8,9,13.9796542340574
16,8,10,165.162703304837
16,8,11,141.533518593461
16,8,12,13.714861397951
16,8,13,131.302336913799
16,8,14,178.51010095831
16,8,15,193.492229395651
16,8,16,169.99965556292
17,1,1,184.116805971003
17,1,2,162.566774564187
17,1,3,121.191401624683
17,1,4,178.969572769665
17,1,5,208.995316534525
17,1,6,269.606217594761
17,1,7,147.864819558139
17,1,8,168.175740305959
17,1,9,72.3223117503648
17,1,10,132.148366523147
17,1,11,225.410779101587
17,1,12,156.250288911757
17,1,13,193.145137217662
17,1,14,108.726830865162
17,1,15,125.089158216222
17,1,16,168.34410389142
17,2,1,157.776467401104
17,2,2,180.271095246466
17,2,3,142.895732750729
17,2,4,121.190899104809
17,2,5,194.258201686152
17,2,6,231.924495005797
17,2,7,179.222589941612
17,2,8,168.313802095506
17,2,9,158.525237729643
17,2,10,232.798791735577
17,2,11,219.146830313318
17,2,12,232.380620211149
17,2,13,198.416025176031
17,2,14,183.235690781764
17,2,15,193.047688571747
17,2,16,182.774814803669
17,3,1,237.735608817959
17,3,2,112.379561582804
17,3,3,192.133506832942
17,3,4,108.940633815559
17,3,5,121.945860970616
17,3,6,128.976797796677
17,3,7,110.39548047666
17,3,8,153.263701423317
17,3,9,123.642122672366
17,3,10,161.892105560285
17,3,11,232.62720417655
